meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.181338105,0.060495116,0.187475623,0.12619718300000002,0.233586132,0.107388949,0.8690878000000001,2.863716892,0.923566258,0.307219558,0.216901408,0.181338105,0.137742223,0.023021583,0.271186441,0.77734375,0.0859375,6.2265625,6.140625,0.116585704,sad
0.186897392,0.062260334,0.195069668,0.130846731,0.243987138,0.113140407,1.191767427,3.878650362,0.91884764,0.298859325,0.135648446,0.186897392,0.121811357,0.018411968,0.271186441,0.930338542,0.0859375,4.0,3.9140625,0.144982762,sad
0.189102142,0.06290127599999999,0.204945295,0.131422319,0.249978118,0.118555799,1.312690276,4.5899950480000005,0.91951906,0.313068592,0.264070022,0.189102142,0.123757895,0.083333333,0.262295082,0.332386364,0.0859375,0.625,0.5390625,0.334782609,sad
0.18303606100000006,0.060051263,0.17411526800000002,0.129949444,0.236966633,0.107017189,1.096408695,3.680995381,0.921361417,0.329295377,0.152032356,0.18303606100000006,0.128469334,0.044692737,0.258064516,1.012019231,0.0859375,5.46875,5.3828125,0.30491049800000003,sad
0.16879306,0.057910224,0.156266137,0.116782522,0.21632572,0.099543198,1.3868367469999998,5.031743902,0.926237688,0.33704677200000005,0.153763654,0.16879306,0.109719895,0.02247191,0.235294118,0.228794643,0.09375,0.75,0.65625,0.306776557,sad
0.174928732,0.059598251,0.19628866,0.114309278,0.228618557,0.114309278,2.212273995,8.529236346,0.8973973540000001,0.292016541,0.114020619,0.174928732,0.116962212,0.030534351,0.23880597,0.2734375,0.09375,0.625,0.53125,0.270833333,sad
0.165810718,0.063460422,0.17054054100000002,0.104594595,0.223513514,0.118918919,2.026813112,7.819853636,0.906607039,0.322477646,0.091081081,0.165810718,0.092203064,0.017204301,0.262295082,0.172916667,0.0859375,0.5078125,0.421875,0.335978836,sad
0.174916076,0.06426611,0.1675,0.11475,0.23325,0.1185,1.425661954,5.073168153,0.918925452,0.335891646,0.111,0.174916076,0.096092374,0.018285714,0.235294118,0.544270833,0.09375,4.890625,4.796875,0.151849013,sad
0.175010065,0.06285995700000001,0.162857143,0.116428571,0.234285714,0.117857143,2.50498167,10.71239016,0.8985707490000001,0.27958604800000003,0.114761905,0.175010065,0.109691511,0.015888779,0.235294118,0.727384868,0.0859375,3.796875,3.7109375,0.277894737,sad
0.173529015,0.06273042,0.18275,0.114,0.231,0.117,2.468755708,11.54236629,0.905506498,0.30838928,0.1155,0.173529015,0.110870419,0.017204301,0.275862069,0.917100694,0.078125,5.15625,5.078125,0.258653846,sad
0.190622224,0.057291544000000014,0.170597938,0.145484536,0.254886598,0.109402062,1.60877641,4.942867745,0.894121136,0.286779153,0.152412371,0.190622224,0.132719988,0.016145308,0.225352113,0.424879808,0.0859375,2.375,2.2890625,0.140216155,happy
0.187907346,0.059616276,0.163356926,0.141274014,0.24744186,0.106167846,1.85762242,7.142266867000001,0.904369664,0.289259508,0.151183013,0.187907346,0.122631166,0.029143898,0.271186441,0.355168269,0.109375,0.578125,0.46875,0.381944444,happy
0.196030057,0.063165993,0.212162162,0.135405405,0.257837838,0.122432432,1.574352464,5.222803921000001,0.905525007,0.253582715,0.274054054,0.196030057,0.129457111,0.030075188,0.266666667,0.886458333,0.0,5.78125,5.78125,0.205791506,happy
